Season,MatchDate,HomeTeam,AwayTeam,FullTimeHomeGoals,FullTimeAwayGoals,FullTimeResult,HalfTimeHomeGoals,HalfTimeAwayGoals,HalfTimeResult,HomeShots,AwayShots,HomeShotsOnTarget,AwayShotsOnTarget,HomeFouls,AwayFouls,HomeCorners,AwayCorners,HomeYellowCards,AwayYellowCards,HomeRedCards,AwayRedCards,TotalGoals,TotalShots,TotalShotsOnTarget,TotalFouls,TotalCorners,TotalYellowCards,TotalRedCards,GoalDifferenceAbs,DisciplineScore
2008/09,2009-01-10,Middlesbrough,Sunderland,1,1,D,1,0,H,9,10,3,5,11,13,2,7,0,4,0,0,2,19,8,24,9,4,0,0,4
2008/09,2009-01-10,Newcastle,West Ham,2,2,D,1,1,D,21,12,12,11,10,18,8,3,1,0,0,0,4,33,23,28,11,1,0,0,1
2008/09,2009-01-10,Stoke,Liverpool,0,0,D,0,0,D,5,7,0,3,10,10,4,5,2,2,0,0,0,12,3,20,9,4,0,0,4
2008/09,2009-01-11,Man United,Chelsea,3,0,H,1,0,H,14,10,11,6,14,14,6,3,3,5,0,0,3,24,17,28,9,8,0,3,8
2008/09,2009-01-11,Wigan,Tottenham,1,0,H,0,0,D,13,6,5,3,13,13,8,3,3,3,0,0,1,19,8,26,11,6,0,1,6
2008/09,2009-01-14,Man United,Wigan,1,0,H,1,0,H,9,13,6,3,9,9,4,6,0,3,0,0,1,22,9,18,10,3,0,1,3
2008/09,2009-01-17,Blackburn,Newcastle,3,0,H,0,0,D,9,10,4,3,13,10,2,5,2,3,0,1,3,19,7,23,7,5,1,3,10
2008/09,2009-01-17,Bolton,Man United,0,1,A,0,0,D,7,16,2,13,8,5,1,8,1,1,0,0,1,23,15,13,9,2,0,1,2
2008/09,2009-01-17,Chelsea,Stoke,2,1,H,0,0,D,37,4,22,1,6,16,10,4,0,3,0,0,3,41,23,22,14,3,0,1,3
2008/09,2009-01-17,Hull,Arsenal,1,3,A,0,1,A,4,13,3,9,11,19,4,4,1,1,0,0,4,17,12,30,8,2,0,2,2
2008/09,2009-01-17,Man City,Wigan,1,0,H,0,0,D,10,15,3,6,12,16,2,11,1,4,1,0,1,25,9,28,13,5,1,1,10
2008/09,2009-01-17,Sunderland,Aston Villa,1,2,A,1,0,H,9,4,6,3,14,17,8,6,4,2,0,1,3,13,9,31,14,6,1,1,11
2008/09,2009-01-17,West Brom,Middlesbrough,3,0,H,1,0,H,12,9,8,3,13,4,5,3,0,2,0,1,3,21,11,17,8,2,1,3,7
2008/09,2009-01-18,Tottenham,Portsmouth,1,1,D,0,0,D,26,11,15,4,6,10,8,4,0,2,0,0,2,37,19,16,12,2,0,0,2
2008/09,2009-01-18,West Ham,Fulham,3,1,H,1,1,D,11,9,7,5,13,17,3,3,1,3,0,0,4,20,12,30,6,4,0,2,4
2008/09,2009-01-19,Liverpool,Everton,1,1,D,0,0,D,9,7,5,6,19,15,4,4,0,2,0,0,2,16,11,34,8,2,0,0,2
2008/09,2009-01-27,Portsmouth,Aston Villa,0,1,A,0,1,A,17,9,8,2,9,10,17,5,2,2,1,0,1,26,10,19,22,4,1,1,9
2008/09,2009-01-27,Sunderland,Fulham,1,0,H,0,0,D,16,15,11,8,2,10,3,1,0,0,0,0,1,31,19,12,4,0,0,1,0
2008/09,2009-01-27,Tottenham,Stoke,3,1,H,3,0,H,22,6,14,3,19,21,7,4,2,3,0,0,4,28,17,40,11,5,0,2,5
2008/09,2009-01-27,West Brom,Man United,0,5,A,0,2,A,10,17,4,10,11,7,5,4,5,2,1,0,5,27,14,18,9,7,1,5,12
2008/09,2009-01-28,Blackburn,Bolton,2,2,D,0,2,A,15,9,12,5,12,14,6,4,3,4,0,0,4,24,17,26,10,7,0,0,7
2008/09,2009-01-28,Chelsea,Middlesbrough,2,0,H,0,0,D,23,7,12,5,6,20,8,3,0,2,0,0,2,30,17,26,11,2,0,2,2
2008/09,2009-01-28,Everton,Arsenal,1,1,D,0,0,D,7,7,3,4,9,11,7,6,2,2,0,0,2,14,7,20,13,4,0,0,4
2008/09,2009-01-28,Man City,Newcastle,2,1,H,1,0,H,14,2,7,1,8,11,7,0,1,2,0,0,3,16,8,19,7,3,0,1,3
2008/09,2009-01-28,West Ham,Hull,2,0,H,1,0,H,25,15,13,12,11,15,11,5,0,1,0,0,2,40,25,26,16,1,0,2,1
2008/09,2009-01-28,Wigan,Liverpool,1,1,D,0,1,A,3,10,1,5,12,17,2,2,1,0,0,0,2,13,6,29,4,1,0,0,1
2008/09,2009-01-31,Arsenal,West Ham,0,0,D,0,0,D,15,2,8,2,12,12,13,3,2,2,0,0,0,17,10,24,16,4,0,0,4
2008/09,2009-01-31,Aston Villa,Wigan,0,0,D,0,0,D,16,9,11,4,13,10,6,2,1,1,0,0,0,25,15,23,8,2,0,0,2
2008/09,2009-01-31,Bolton,Tottenham,3,2,H,1,0,H,13,13,7,10,11,14,2,8,0,1,0,0,5,26,17,25,10,1,0,1,1
2008/09,2009-01-31,Fulham,Portsmouth,3,1,H,1,0,H,6,12,6,6,9,8,5,8,0,1,0,0,4,18,12,17,13,1,0,2,1
2008/09,2009-01-31,Hull,West Brom,2,2,D,1,0,H,16,13,12,7,13,12,8,6,2,4,0,0,4,29,19,25,14,6,0,0,6
2008/09,2009-01-31,Man United,Everton,1,0,H,1,0,H,17,7,10,4,11,14,6,2,0,0,0,0,1,24,14,25,8,0,0,1,0
2008/09,2009-01-31,Middlesbrough,Blackburn,0,0,D,0,0,D,7,15,4,10,9,16,3,9,0,4,0,0,0,22,14,25,12,4,0,0,4
2008/09,2009-01-31,Stoke,Man City,1,0,H,1,0,H,7,17,4,7,9,9,7,6,1,1,1,0,1,24,11,18,13,2,1,1,7
2008/09,2009-02-01,Liverpool,Chelsea,2,0,H,0,0,D,21,4,15,1,20,15,12,1,4,3,0,1,2,25,16,35,13,7,1,2,12
2008/09,2009-02-01,Newcastle,Sunderland,1,1,D,0,1,A,15,16,10,9,13,19,4,3,2,4,0,0,2,31,19,32,7,6,0,0,6
2008/09,2009-02-07,Blackburn,Aston Villa,0,2,A,0,1,A,17,15,8,8,11,9,4,13,2,0,0,0,2,32,16,20,17,2,0,2,2
2008/09,2009-02-07,Chelsea,Hull,0,0,D,0,0,D,13,12,6,4,11,16,13,3,1,2,0,0,0,25,10,27,16,3,0,0,3
2008/09,2009-02-07,Everton,Bolton,3,0,H,1,0,H,20,7,11,4,7,17,8,4,1,1,0,0,3,27,15,24,12,2,0,3,2
2008/09,2009-02-07,Man City,Middlesbrough,1,0,H,0,0,D,20,7,12,4,6,10,13,3,0,1,0,0,1,27,16,16,16,1,0,1,1
2008/09,2009-02-07,Portsmouth,Liverpool,2,3,A,0,0,D,9,14,7,9,10,9,2,4,1,0,0,0,5,23,16,19,6,1,0,1,1
2008/09,2009-02-07,Sunderland,Stoke,2,0,H,0,0,D,12,5,6,1,7,9,3,3,2,1,0,1,2,17,7,16,6,3,1,2,8
2008/09,2009-02-07,West Brom,Newcastle,2,3,A,1,3,A,13,10,7,7,7,11,3,4,2,2,0,0,5,23,14,18,7,4,0,1,4
2008/09,2009-02-07,Wigan,Fulham,0,0,D,0,0,D,10,8,3,2,9,12,4,8,1,2,0,0,0,18,5,21,12,3,0,0,3
2008/09,2009-02-08,Tottenham,Arsenal,0,0,D,0,0,D,16,4,6,1,14,14,6,4,1,2,0,1,0,20,7,28,10,3,1,0,8
2008/09,2009-02-08,West Ham,Man United,0,1,A,0,0,D,9,11,5,6,14,8,5,11,1,1,0,0,1,20,11,22,16,2,0,1,2
2008/09,2009-02-14,Portsmouth,Man City,2,0,H,0,0,D,15,10,9,7,12,8,8,2,1,3,0,0,2,25,16,20,10,4,0,2,4
2008/09,2009-02-18,Man United,Fulham,3,0,H,2,0,H,17,5,9,0,7,13,11,2,1,1,0,0,3,22,9,20,13,2,0,3,2
2008/09,2009-02-21,Arsenal,Sunderland,0,0,D,0,0,D,16,3,9,2,6,12,8,3,2,2,0,0,0,19,11,18,11,4,0,0,4
2008/09,2009-02-21,Aston Villa,Chelsea,0,1,A,0,1,A,12,18,5,12,9,12,6,11,1,3,0,0,1,30,17,21,17,4,0,1,4
2008/09,2009-02-21,Bolton,West Ham,2,1,H,2,0,H,12,17,8,12,18,14,4,13,0,2,0,0,3,29,20,32,17,2,0,1,2
2008/09,2009-02-21,Man United,Blackburn,2,1,H,1,1,D,15,12,7,7,7,19,4,7,2,2,0,0,3,27,14,26,11,4,0,1,4
2008/09,2009-02-21,Middlesbrough,Wigan,0,0,D,0,0,D,6,12,3,6,6,15,5,1,2,4,0,0,0,18,9,21,6,6,0,0,6
2008/09,2009-02-21,Stoke,Portsmouth,2,2,D,0,0,D,6,6,2,2,6,10,2,3,1,3,0,0,4,12,4,16,5,4,0,0,4
2008/09,2009-02-22,Fulham,West Brom,2,0,H,0,0,D,19,8,9,5,11,10,12,4,0,1,0,0,2,27,14,21,16,1,0,2,1
2008/09,2009-02-22,Liverpool,Man City,1,1,D,0,0,D,18,10,5,4,10,13,6,4,1,2,0,0,2,28,9,23,10,3,0,0,3
2008/09,2009-02-22,Newcastle,Everton,0,0,D,0,0,D,4,15,0,5,15,15,0,6,0,1,1,0,0,19,5,30,6,1,1,0,6
2008/09,2009-02-23,Hull,Tottenham,1,2,A,1,1,D,12,9,4,6,11,7,11,13,2,1,0,0,3,21,10,18,24,3,0,1,3
2008/09,2009-02-28,Arsenal,Fulham,0,0,D,0,0,D,16,12,8,3,6,14,11,6,0,0,0,0,0,28,11,20,17,0,0,0,0
2008/09,2009-02-28,Chelsea,Wigan,2,1,H,1,0,H,17,13,13,7,14,11,12,8,3,2,0,0,3,30,20,25,20,5,0,1,5
2008/09,2009-02-28,Everton,West Brom,2,0,H,1,0,H,11,17,6,9,9,14,3,6,1,1,0,0,2,28,15,23,9,2,0,2,2
2008/09,2009-02-28,Middlesbrough,Liverpool,2,0,H,1,0,H,5,16,3,7,2,6,2,9,2,0,0,0,2,21,10,8,11,2,0,2,2
2008/09,2009-03-01,Aston Villa,Stoke,2,2,D,1,0,H,11,7,7,3,7,12,6,6,1,1,0,0,4,18,10,19,12,2,0,0,2
2008/09,2009-03-01,Bolton,Newcastle,1,0,H,0,0,D,10,19,6,11,14,9,1,10,2,3,0,0,1,29,17,23,11,5,0,1,5
2008/09,2009-03-01,Hull,Blackburn,1,2,A,0,2,A,9,8,5,6,14,19,6,4,2,3,1,1,3,17,11,33,10,5,2,1,15
2008/09,2009-03-01,West Ham,Man City,1,0,H,0,0,D,13,9,9,2,14,18,4,7,2,2,0,0,1,22,11,32,11,4,0,1,4
2008/09,2009-03-03,Liverpool,Sunderland,2,0,H,0,0,D,22,5,12,2,9,6,6,2,1,1,0,0,2,27,14,15,8,2,0,2,2
2008/09,2009-03-03,Portsmouth,Chelsea,0,1,A,0,0,D,13,20,9,11,7,15,6,5,0,0,0,0,1,33,20,22,11,0,0,1,0
2008/09,2009-03-03,West Brom,Arsenal,1,3,A,1,3,A,8,16,4,8,19,14,3,4,4,0,0,0,4,24,12,33,7,4,0,2,4
2008/09,2009-03-04,Blackburn,Everton,0,0,D,0,0,D,8,9,3,5,11,14,2,4,1,0,0,0,0,17,8,25,6,1,0,0,1
2008/09,2009-03-04,Fulham,Hull,0,1,A,0,0,D,17,10,9,3,11,14,13,5,3,1,0,0,1,27,12,25,18,4,0,1,4
2008/09,2009-03-04,Man City,Aston Villa,2,0,H,1,0,H,15,7,7,5,7,11,6,5,1,2,0,0,2,22,12,18,11,3,0,2,3
2008/09,2009-03-04,Newcastle,Man United,1,2,A,1,1,D,9,11,6,9,10,10,3,10,2,2,0,0,3,20,15,20,13,4,0,1,4
2008/09,2009-03-04,Stoke,Bolton,2,0,H,1,0,H,11,12,6,9,16,14,7,6,2,1,0,0,2,23,15,30,13,3,0,2,3
2008/09,2009-03-04,Tottenham,Middlesbrough,4,0,H,3,0,H,12,15,7,6,7,6,4,8,0,1,0,0,4,27,13,13,12,1,0,4,1
2008/09,2009-03-04,Wigan,West Ham,0,1,A,0,1,A,20,8,8,4,9,11,8,1,2,5,1,1,1,28,12,20,9,7,2,1,17
2008/09,2009-03-07,Sunderland,Tottenham,1,1,D,1,0,H,8,13,3,8,17,9,4,1,3,2,0,0,2,21,11,26,5,5,0,0,5
2008/09,2009-03-11,Fulham,Blackburn,1,2,A,1,0,H,10,16,8,9,14,8,9,9,1,1,0,0,3,26,17,22,18,2,0,1,2
2008/09,2009-03-14,Arsenal,Blackburn,4,0,H,1,0,H,18,7,12,3,8,14,7,4,0,4,0,0,4,25,15,22,11,4,0,4,4
2008/09,2009-03-14,Bolton,Fulham,1,3,A,1,1,D,14,14,9,8,10,7,4,5,0,0,0,0,4,28,17,17,9,0,0,2,0
2008/09,2009-03-14,Everton,Stoke,3,1,H,2,0,H,17,10,13,5,7,12,4,9,0,1,0,0,4,27,18,19,13,1,0,2,1
2008/09,2009-03-14,Hull,Newcastle,1,1,D,1,1,D,9,9,2,3,18,13,3,3,3,3,0,0,2,18,5,31,6,6,0,0,6
2008/09,2009-03-14,Man United,Liverpool,1,4,A,1,2,A,14,9,9,6,14,15,10,3,2,3,1,0,5,23,15,29,13,5,1,3,10
2008/09,2009-03-14,Middlesbrough,Portsmouth,1,1,D,0,1,A,16,8,11,4,9,11,12,4,1,3,1,0,2,24,15,20,16,4,1,0,9
2008/09,2009-03-14,Sunderland,Wigan,1,2,A,1,2,A,7,9,3,5,8,11,6,2,0,1,0,0,3,16,8,19,8,1,0,1,1
2008/09,2009-03-15,Aston Villa,Tottenham,1,2,A,0,1,A,11,10,5,9,12,9,9,5,1,3,0,0,3,21,14,21,14,4,0,1,4
2008/09,2009-03-15,Chelsea,Man City,1,0,H,1,0,H,18,6,6,3,7,8,4,3,0,2,0,0,1,24,9,15,7,2,0,1,2
2008/09,2009-03-16,West Ham,West Brom,0,0,D,0,0,D,9,8,4,4,10,10,3,4,1,1,0,0,0,17,8,20,7,2,0,0,2
2008/09,2009-03-21,Blackburn,West Ham,1,1,D,0,1,A,15,6,11,2,14,9,6,1,2,1,0,0,2,21,13,23,7,3,0,0,3
2008/09,2009-03-21,Fulham,Man United,2,0,H,1,0,H,15,13,6,8,14,10,3,4,2,4,0,2,2,28,14,24,7,6,2,2,16
2008/09,2009-03-21,Newcastle,Arsenal,1,3,A,0,0,D,11,15,8,10,12,12,8,4,0,1,0,0,4,26,18,24,12,1,0,2,1
2008/09,2009-03-21,Portsmouth,Everton,2,1,H,1,1,D,16,5,11,2,19,8,7,4,2,1,0,0,3,21,13,27,11,3,0,1,3
2008/09,2009-03-21,Stoke,Middlesbrough,1,0,H,0,0,D,10,17,4,8,18,13,5,4,4,1,0,0,1,27,12,31,9,5,0,1,5
2008/09,2009-03-21,Tottenham,Chelsea,1,0,H,0,0,D,8,15,4,9,14,8,8,7,2,2,0,0,1,23,13,22,15,4,0,1,4
2008/09,2009-03-21,West Brom,Bolton,1,1,D,0,0,D,11,14,4,11,10,12,8,4,2,1,0,0,2,25,15,22,12,3,0,0,3
2008/09,2009-03-22,Liverpool,Aston Villa,5,0,H,3,0,H,14,6,7,4,10,13,4,6,1,3,0,1,5,20,11,23,10,4,1,5,9
2008/09,2009-03-22,Man City,Sunderland,1,0,H,0,0,D,18,6,10,5,16,12,7,7,3,6,0,1,1,24,15,28,14,9,1,1,14
2008/09,2009-03-22,Wigan,Hull,1,0,H,0,0,D,16,8,6,2,14,13,5,4,1,3,0,0,1,24,8,27,9,4,0,1,4
2008/09,2009-04-04,Arsenal,Man City,2,0,H,1,0,H,17,9,9,4,11,9,7,2,1,3,0,0,2,26,13,20,9,4,0,2,4
2008/09,2009-04-04,Blackburn,Tottenham,2,1,H,0,1,A,11,9,6,3,13,9,4,7,1,1,0,1,3,20,9,22,11,2,1,1,7
2008/09,2009-04-04,Bolton,Middlesbrough,4,1,H,2,1,H,16,19,9,4,20,14,7,5,2,1,0,0,5,35,13,34,12,3,0,3,3
2008/09,2009-04-04,Fulham,Liverpool,0,1,A,0,0,D,3,19,1,10,8,10,3,6,2,2,0,0,1,22,11,18,9,4,0,1,4
2008/09,2009-04-04,Hull,Portsmouth,0,0,D,0,0,D,9,7,1,2,13,14,1,4,0,2,0,1,0,16,3,27,5,2,1,0,7
2008/09,2009-04-04,Newcastle,Chelsea,0,2,A,0,0,D,6,16,4,10,7,17,4,6,0,2,0,0,2,22,14,24,10,2,0,2,2
2008/09,2009-04-04,West Brom,Stoke,0,2,A,0,1,A,12,9,9,6,10,10,6,3,2,1,0,0,2,21,15,20,9,3,0,2,3
2008/09,2009-04-04,West Ham,Sunderland,2,0,H,1,0,H,16,14,11,9,10,7,11,8,1,1,0,0,2,30,20,17,19,2,0,2,2
2008/09,2009-04-05,Everton,Wigan,4,0,H,1,0,H,14,14,10,8,17,11,1,4,0,3,0,0,4,28,18,28,5,3,0,4,3
2008/09,2009-04-05,Man United,Aston Villa,3,2,H,1,1,D,14,8,9,8,11,15,8,4,1,2,0,0,5,22,17,26,12,3,0,1,3
2008/09,2009-04-11,Chelsea,Bolton,4,3,H,1,0,H,20,14,9,6,11,17,8,4,0,0,0,0,7,34,15,28,12,0,0,1,0
2008/09,2009-04-11,Liverpool,Blackburn,4,0,H,2,0,H,22,7,12,5,6,13,7,2,2,1,0,0,4,29,17,19,9,3,0,4,3
2008/09,2009-04-11,Middlesbrough,Hull,3,1,H,2,1,H,15,12,9,6,15,16,3,3,3,3,0,0,4,27,15,31,6,6,0,2,6
2008/09,2009-04-11,Portsmouth,West Brom,2,2,D,1,0,H,14,12,4,7,16,10,4,2,3,1,0,0,4,26,11,26,6,4,0,0,4
2008/09,2009-04-11,Stoke,Newcastle,1,1,D,1,0,H,17,8,6,2,14,11,8,4,4,2,0,0,2,25,8,25,12,6,0,0,6
2008/09,2009-04-11,Sunderland,Man United,1,2,A,0,1,A,12,18,7,8,6,3,5,4,1,2,0,0,3,30,15,9,9,3,0,1,3
2008/09,2009-04-11,Tottenham,West Ham,1,0,H,0,0,D,14,8,9,6,9,12,10,1,1,4,0,0,1,22,15,21,11,5,0,1,5
2008/09,2009-04-11,Wigan,Arsenal,1,4,A,1,0,H,11,15,5,8,15,16,6,5,3,3,0,0,5,26,13,31,11,6,0,3,6
2008/09,2009-04-12,Aston Villa,Everton,3,3,D,1,2,A,15,10,8,6,9,15,11,7,0,2,0,0,6,25,14,24,18,2,0,0,2
2008/09,2009-04-12,Man City,Fulham,1,3,A,1,0,H,13,15,5,11,9,8,8,3,0,1,0,0,4,28,16,17,11,1,0,2,1
2008/09,2009-04-18,Aston Villa,West Ham,1,1,D,1,0,H,17,18,7,9,9,10,12,11,2,3,0,0,2,35,16,19,23,5,0,0,5
2008/09,2009-04-18,Middlesbrough,Fulham,0,0,D,0,0,D,18,11,14,6,10,14,9,1,3,1,0,0,0,29,20,24,10,4,0,0,4
2008/09,2009-04-18,Portsmouth,Bolton,1,0,H,0,0,D,20,5,10,1,11,14,6,5,2,4,0,0,1,25,11,25,11,6,0,1,6
2008/09,2009-04-18,Stoke,Blackburn,1,0,H,0,0,D,6,3,2,1,11,4,4,6,3,1,0,0,1,9,3,15,10,4,0,1,4
2008/09,2009-04-18,Sunderland,Hull,1,0,H,1,0,H,8,13,4,3,11,23,6,6,2,3,0,0,1,21,7,34,12,5,0,1,5
2008/09,2009-04-19,Man City,West Brom,4,2,H,2,1,H,18,26,11,17,18,14,3,9,1,2,0,0,6,44,28,32,12,3,0,2,3
2008/09,2009-04-19,Tottenham,Newcastle,1,0,H,1,0,H,22,8,18,3,13,15,4,7,1,2,0,0,1,30,21,28,11,3,0,1,3
2008/09,2009-04-21,Liverpool,Arsenal,4,4,D,0,1,A,22,8,15,4,10,12,12,0,0,1,0,0,8,30,19,22,12,1,0,0,1
2008/09,2009-04-22,Chelsea,Everton,0,0,D,0,0,D,18,14,6,5,9,10,4,6,0,1,0,0,0,32,11,19,10,1,0,0,1
2008/09,2009-04-22,Man United,Portsmouth,2,0,H,1,0,H,20,5,14,1,10,8,6,2,1,0,0,0,2,25,15,18,8,1,0,2,1
2008/09,2009-04-25,Bolton,Aston Villa,1,1,D,0,1,A,9,14,6,6,12,9,4,5,0,1,0,0,2,23,12,21,9,1,0,0,1
2008/09,2009-04-25,Everton,Man City,1,2,A,0,1,A,12,16,4,10,12,14,5,3,1,3,0,0,3,28,14,26,8,4,0,1,4
2008/09,2009-04-25,Fulham,Stoke,1,0,H,1,0,H,10,9,7,2,8,11,5,7,1,2,0,0,1,19,9,19,12,3,0,1,3
2008/09,2009-04-25,Hull,Liverpool,1,3,A,0,1,A,7,21,5,8,15,14,3,8,3,1,1,0,4,28,13,29,11,4,1,2,9
2008/09,2009-04-25,Man United,Tottenham,5,2,H,0,2,A,21,6,14,4,14,10,6,2,3,3,0,0,7,27,18,24,8,6,0,3,6
2008/09,2009-04-25,West Brom,Sunderland,3,0,H,1,0,H,15,9,9,5,9,14,6,3,0,1,0,0,3,24,14,23,9,1,0,3,1
2008/09,2009-04-25,West Ham,Chelsea,0,1,A,0,0,D,8,20,6,8,9,11,3,5,1,0,0,0,1,28,14,20,8,1,0,1,1
2008/09,2009-04-26,Arsenal,Middlesbrough,2,0,H,1,0,H,15,5,11,4,8,13,8,1,0,0,0,0,2,20,15,21,9,0,0,2,0
2008/09,2009-04-26,Blackburn,Wigan,2,0,H,1,0,H,14,17,8,8,11,11,3,9,0,0,0,0,2,31,16,22,12,0,0,2,0
2008/09,2009-04-27,Newcastle,Portsmouth,0,0,D,0,0,D,13,15,8,7,13,8,7,10,2,2,0,0,0,28,15,21,17,4,0,0,4
2008/09,2009-05-02,Chelsea,Fulham,3,1,H,2,1,H,13,8,5,3,6,7,5,4,0,1,0,0,4,21,8,13,9,1,0,2,1
2008/09,2009-05-02,Man City,Blackburn,3,1,H,3,0,H,9,16,7,9,10,14,7,6,2,3,0,0,4,25,16,24,13,5,0,2,5
2008/09,2009-05-02,Middlesbrough,Man United,0,2,A,0,1,A,11,13,5,4,7,7,3,3,1,1,0,0,2,24,9,14,6,2,0,2,2
2008/09,2009-05-02,Portsmouth,Arsenal,0,3,A,0,2,A,12,15,4,9,9,10,5,11,3,1,1,0,3,27,13,19,16,4,1,3,9
2008/09,2009-05-02,Stoke,West Ham,0,1,A,0,1,A,13,7,7,3,8,9,7,0,3,2,0,0,1,20,10,17,7,5,0,1,5
2008/09,2009-05-02,Tottenham,West Brom,1,0,H,1,0,H,16,10,9,7,6,7,9,7,1,1,0,0,1,26,16,13,16,2,0,1,2
2008/09,2009-05-02,Wigan,Bolton,0,0,D,0,0,D,16,10,7,2,14,10,9,6,2,3,0,0,0,26,9,24,15,5,0,0,5
2008/09,2009-05-03,Liverpool,Newcastle,3,0,H,2,0,H,25,3,11,3,6,8,7,1,0,2,0,1,3,28,14,14,8,2,1,3,7
2008/09,2009-05-03,Sunderland,Everton,0,2,A,0,0,D,8,10,3,8,15,12,9,3,3,4,0,0,2,18,11,27,12,7,0,2,7
2008/09,2009-05-04,Aston Villa,Hull,1,0,H,1,0,H,12,9,8,5,13,10,13,7,0,2,0,0,1,21,13,23,20,2,0,1,2
2008/09,2009-05-09,Blackburn,Portsmouth,2,0,H,1,0,H,8,7,6,4,20,12,4,3,2,1,0,0,2,15,10,32,7,3,0,2,3
2008/09,2009-05-09,Bolton,Sunderland,0,0,D,0,0,D,8,15,4,4,12,3,10,3,2,0,0,0,0,23,8,15,13,2,0,0,2
2008/09,2009-05-09,Everton,Tottenham,0,0,D,0,0,D,13,4,5,2,16,10,4,5,2,3,0,0,0,17,7,26,9,5,0,0,5
2008/09,2009-05-09,Fulham,Aston Villa,3,1,H,1,1,D,15,7,11,2,10,9,7,5,1,0,0,0,4,22,13,19,12,1,0,2,1
2008/09,2009-05-09,Hull,Stoke,1,2,A,0,1,A,14,10,5,2,12,15,5,3,0,1,0,0,3,24,7,27,8,1,0,1,1
2008/09,2009-05-09,West Brom,Wigan,3,1,H,1,1,D,12,11,10,4,12,8,5,3,2,0,0,0,4,23,14,20,8,2,0,2,2
2008/09,2009-05-09,West Ham,Liverpool,0,3,A,0,2,A,8,16,3,9,10,17,2,4,3,2,0,0,3,24,12,27,6,5,0,3,5
2008/09,2009-05-10,Arsenal,Chelsea,1,4,A,0,2,A,15,16,7,8,19,12,6,2,1,0,0,0,5,31,15,31,8,1,0,3,1
2008/09,2009-05-10,Man United,Man City,2,0,H,2,0,H,15,11,7,5,11,12,8,7,1,1,0,0,2,26,12,23,15,2,0,2,2
2008/09,2009-05-11,Newcastle,Middlesbrough,3,1,H,1,1,D,19,11,9,5,7,15,11,1,3,1,0,0,4,30,14,22,12,4,0,2,4
2008/09,2009-05-13,Wigan,Man United,1,2,A,1,0,H,13,18,5,9,11,2,5,4,0,0,0,0,3,31,14,13,9,0,0,1,0
2008/09,2009-05-16,Bolton,Hull,1,1,D,1,0,H,16,20,9,12,11,9,5,7,1,2,0,0,2,36,21,20,12,3,0,0,3
2008/09,2009-05-16,Everton,West Ham,3,1,H,1,1,D,18,8,9,3,15,14,6,3,1,2,0,1,4,26,12,29,9,3,1,2,8
2008/09,2009-05-16,Man United,Arsenal,0,0,D,0,0,D,11,14,5,11,13,14,2,6,0,5,0,0,0,25,16,27,8,5,0,0,5
2008/09,2009-05-16,Middlesbrough,Aston Villa,1,1,D,1,0,H,10,8,6,6,11,16,6,8,0,2,0,0,2,18,12,27,14,2,0,0,2
2008/09,2009-05-16,Newcastle,Fulham,0,1,A,0,1,A,12,12,6,5,7,17,6,2,0,3,1,0,1,24,11,24,8,3,1,1,8
2008/09,2009-05-16,Stoke,Wigan,2,0,H,0,0,D,13,8,8,3,8,11,6,3,0,0,0,0,2,21,11,19,9,0,0,2,0
2008/09,2009-05-16,Tottenham,Man City,2,1,H,1,0,H,11,9,4,3,5,7,4,7,0,1,0,0,3,20,7,12,11,1,0,1,1
2008/09,2009-05-17,Chelsea,Blackburn,2,0,H,1,0,H,21,8,12,5,6,6,1,4,1,2,0,0,2,29,17,12,5,3,0,2,3
2008/09,2009-05-17,West Brom,Liverpool,0,2,A,0,1,A,12,16,7,10,13,4,11,5,2,0,0,0,2,28,17,17,16,2,0,2,2
2008/09,2009-05-18,Portsmouth,Sunderland,3,1,H,0,0,D,9,20,4,9,11,6,5,6,1,0,0,0,4,29,13,17,11,1,0,2,1
2008/09,2009-05-24,Arsenal,Stoke,4,1,H,4,1,H,24,3,11,1,9,11,6,0,1,0,0,0,5,27,12,20,6,1,0,3,1
2008/09,2009-05-24,Aston Villa,Newcastle,1,0,H,1,0,H,15,8,5,3,8,10,5,3,0,2,0,1,1,23,8,18,8,2,1,1,7
2008/09,2009-05-24,Blackburn,West Brom,0,0,D,0,0,D,10,13,5,5,14,11,4,9,0,1,1,0,0,23,10,25,13,1,1,0,6
2008/09,2009-05-24,Fulham,Everton,0,2,A,0,1,A,10,13,4,10,15,10,2,2,0,0,0,0,2,23,14,25,4,0,0,2,0
2008/09,2009-05-24,Hull,Man United,0,1,A,0,1,A,12,12,8,5,17,11,8,3,2,1,0,0,1,24,13,28,11,3,0,1,3
2008/09,2009-05-24,Liverpool,Tottenham,3,1,H,1,0,H,20,8,9,4,14,4,9,2,0,1,0,0,4,28,13,18,11,1,0,2,1
2008/09,2009-05-24,Man City,Bolton,1,0,H,1,0,H,20,8,12,4,8,10,15,9,0,0,0,0,1,28,16,18,24,0,0,1,0
2008/09,2009-05-24,Sunderland,Chelsea,2,3,A,0,0,D,8,14,7,9,8,7,6,7,1,1,0,0,5,22,16,15,13,2,0,1,2
2008/09,2009-05-24,West Ham,Middlesbrough,2,1,H,1,0,H,14,17,8,6,14,10,4,5,0,1,0,0,3,31,14,24,9,1,0,1,1
